product_name,wine_type,flavor,location,available_qty
"Вино Speri, Valpolicella Classico DOC 2018 0.375 л","Красное,  Сухое","Молинара,  Рондинелла,  Корвина","Италия,  Венето,  Вальполичелла",
"Вино Domaine Laroche, Cabernet Sauvignon de la Chevaliere 2018 0.75 л","Красное,  Сухое",Каберне Совиньон,"Франция,  Лангедок-Руссийон",
"Вино Фанагория, Автохтон Саперави 0.75 л","Красное,  Сухое",Саперави,"Россия,  Краснодарский край",
Вино Мускатель Массандра Черный 0.75 л,"Красное,  Сладкое","Мускат,  Другие сорта",Крым,
"Вино Isla Negra, West Bay Red, Tetra Pak 1 л","Красное,  Полусухое","Тинто Паис,  Аспиран","Чили,  Центральная Долина,  Долина Рапель",
"Вино Bodegas San Valero, Castillo de Monseran Tinto, Carinena DO 2018 0.75 л","Красное,  Сухое","Гренаш/Гарнача,  Темпранильо,  Каберне Совиньон","Испания,  Сарагоса,  Кариньена",
Вино Традиции Абхазии Каберне Сухумское 0.75 л,"Красное,  Сухое","Каберне Фран,  Каберне Совиньон",Абхазия,
Вино Традиции Абхазии Апхын 0.75 л,"Красное,  Полусладкое","Саперави,  Красные сорта винограда,  Каберне Совиньон",Абхазия,
"Вино Hardys, Stamp Shiraz-Cabernet Sauvignon 2019 0.187 л","Красное,  Полусухое","Шираз,  Каберне Совиньон","Австралия,  Юго-Восточная Австралия",
Вино El Solitario Tinto Semidulce 0.375 л,"Красное,  Полусладкое",Красные сорта винограда,"Россия,  Краснодарский край",
Вино Дом Солнца Изабелла 0.7 л,"Красное,  Сладкое",Изабелла,"Крым,  Ялта",
Вино Acharuli Saperavi 0.75 л,"Красное,  Сухое",Саперави,"Россия,  Краснодарский край",
Вино Тагаури Саперави 0.75 л,"Красное,  Сухое",Саперави,"Россия,  Краснодарский край",
Вино Адагум Каберне Совиньон 0.187 л,"Красное,  Сухое",Каберне Совиньон,"Россия,  Краснодарский край",
Вино Адагум Красностоп 0.187 л,"Красное,  Сухое",Красностоп Золотовский,"Россия,  Краснодарский край",
Вино Адагум Саперави 0.187 л,"Красное,  Сухое",Саперави,"Россия,  Краснодарский край",
Вино Good Steak Merlot 0.187 л,"Красное,  Сухое",Мерло,"Россия,  Краснодарский край",
Вино Quanto Basta Montepulciano d'Abruzzo DOC 0.25 л,"Красное,  Сухое",Монтепульчано,"Италия,  Абруццо,  Монтепульчано д'Абруццо",
Вино Acharuli Saperavi 0.187 л,"Красное,  Сухое",Саперави,"Россия,  Краснодарский край",
Вино Acharuli Domashnee Red 0.187 л,"Красное,  Полусладкое",Красные сорта винограда,"Россия,  Краснодарский край",
Вино Matarcha Red Semisweet 0.75 л,"Красное,  Полусладкое",Красные сорта винограда,"Россия,  Краснодарский край",
Вино Кюве д'Ор Красное Полусладкое 0.75 л,"Красное,  Полусладкое",Красные сорта винограда,"Россия,  Краснодарский край",
Вино Fleur de la Reine Rouge Moelleux 0.75 л,"Красное,  Полусладкое",Красные сорта винограда,Франция,
"Вино Quinta do Portal, Peccatore, Douro DO 2016 0.75 л","Красное,  Сухое","Тинта Рориз,  Турига Франсеса/Турига Франка,  Турига Насьональ","Португалия,  Дору",
"Вино Mezzacorona, Terre del Noce Merlot, Dolomiti IGT 2016 0.75 л","Красное,  Сухое",Мерло,"Италия,  Трентино-Альто Адидже",
"Вино Mezzacorona, Castel Pietra Merlot, Dolomiti IGT 2018 0.75 л","Красное,  Сухое",Мерло,"Италия,  Трентино-Альто Адидже",
Вино Alasia Dolcetto d'Asti DOC 2014 0.75 л,"Красное,  Сухое",Дольчетто,"Италия,  Пьемонт,  Асти",
"Вино Michel Torino, Cuma Organic Malbec 2019 0.75 л","Красное,  Сухое",Мальбек,"Аргентина,  Долина Кальчаки",
"Вино Gabriel Meffre, La Chasse Tradition, Cotes du Rhone АОC 2016 0.375 л","Красное,  Сухое","Мурведр,  Сенсо,  Гренаш/Гарнача,  Сира","Франция,  Долина Роны,  Кот-дю-Рон",
"Вино Michel Torino, Coleccion Cabernet Sauvignon 2018 0.75 л","Красное,  Сухое",Каберне Совиньон,"Аргентина,  Долина Кальчаки",
"Вино Castelli del Grevepesa, Pontormo Chianti DOCG 2018 0.75 л","Красное,  Сухое","Канайоло,  Санджовезе","Италия,  Тоскана,  Кьянти",
Вино Chatelain Prince Francois Rouge Moelleux 0.75 л,"Красное,  Полусладкое",Красные сорта винограда,Франция,
"Вино Ramon Roqueta Reserva Tempranillo-Cabernet Sauvignon, Catalunya DO 2015 0.75 л","Красное,  Сухое","Темпранильо,  Каберне Совиньон","Испания,  Каталония",
"Вино Los Condes Gran Reserva, Catalunya DO 2012 0.75 л","Красное,  Сухое","Темпранильо,  Каберне Совиньон","Испания,  Каталония",
"Вино Alianca, Casal Mendes Tinto 0.75 л","Красное,  Полусухое","Тинта Рориз,  Турига Насьональ",Португалия,
Вино Крымская крепость Каберне 0.75 л,"Красное,  Сухое",Каберне Совиньон,Крым,
Вино Fleur de la Reine Rouge Sec 0.75 л,"Красное,  Сухое",Красные сорта винограда,Франция,
"Вино Antico Italiano Rosso, Toscana IGT 0.75 л","Красное,  Сухое","Канайоло,  Санджовезе","Италия,  Тоскана",
"Вино Castellani, Cacciata Chianti DOCG Riserva 2015 0.75 л","Красное,  Сухое","Каберне Совиньон,  Канайоло,  Санджовезе","Италия,  Тоскана,  Кьянти",
"Вино Gerstacker, St. Lorenz Christkindl Gluhwein 1 л","Красное,  Сладкое",Красные сорта винограда,"Германия,  Рейнхессен",
"Вино Kakhuri Gvinis Marani, Saperavi 0.75 л","Красное,  Сухое",Саперави,"Грузия,  Кахетия",
"Вино Armavir Vineyards, Karas Red 2016 0.187 л","Красное,  Сухое","Хндохни,  Таннат,  Каберне Фран,  Сира",Армения,
Вино Australia Shiraz 0.75 л,"Красное,  Сухое",Шираз,"Австралия,  Юго-Восточная Австралия",
"Вино Chateau Haut Bon Fils, Bordeaux AOC 2018 0.75 л","Красное,  Сухое","Мерло,  Каберне Совиньон","Франция,  Бордо",
"Вино Pirovano, Nero d'Avola, Terre Siciliane IGT 2016 0.75 л","Красное,  Сухое",Италия,,
"Вино Contri Spumanti, Duca della Rocca Negroamaro, Puglia IGP 0.75 л","Красное,  Полусухое",Негроамаро,"Италия,  Апулия",
Вино Lucido Lambrusco Rosso 0.75 л,"Красное,  Полусладкое",Красные сорта винограда,"Россия,  Краснодарский край",
"Вино Shalvino, Alazani Valley Red 0.75 л","Красное,  Полусладкое",Саперави,"Грузия,  Кахетия,  Алазанская долина",
"Вино Getnatoun, Gladzor 0.75 л","Красное,  Сухое",Арени,Армения,
"Вино Mezzacorona, Marzemino, Trentino DOC 2017 0.75 л","Красное,  Полусухое",Марцемино,"Италия,  Трентино-Альто Адидже",
"Вино Mezzacorona, Lagrein, Trentino DOC 2017 0.75 л","Красное,  Полусухое",Лагрейн,"Италия,  Трентино-Альто Адидже",
"Вино Askaneli Brothers, Akhasheni 0.75 л","Красное,  Полусладкое",Саперави,"Грузия,  Кахетия,  Ахашени",
"Вино La Faviere, Muse Bordeaux Superieur AOC 2014 0.75 л","Красное,  Сухое","Каберне Фран,  Мерло,  Каберне Совиньон","Франция,  Бордо,  Бордо Сюпериёр",
"Вино Dionysos Wines, Silinos Red Semi-Sweet 0.75 л","Красное,  Полусладкое","Родитис красный,  Мавроуди,  Мандилария,  Агиоргитико",Греция,
"Вино Askaneli Brothers, Saperavi Muscat 0.75 л","Красное,  Полусладкое","Саперави,  Мускат","Грузия,  Кахетия",
